title_raw,year,journal_raw,doi_raw,score,razones
Development of a hybrid CuS-ICG polymeric photosensitive vector and its application in antibacterial photodynamic therapy,2024,International Journal of Pharmaceutics,10.1016/j.ijpharm.2024.124951,17,EXCL: no menciona medio acuoso
New Biocompatible Ti-MOF@hydroxyapatite Composite Boosted with Gentamicin for Postoperative Infection Control,2024,ACS Biomaterials Science and Engineering,10.1021/acsbiomaterials.4c01230,30,EXCL: no menciona medio acuoso
Application of conjugated polymer nanocomposite materials as biosensors in rehabilitation of ankle joint injuries in martial arts sports,2024,SLAS Technology,10.1016/j.slast.2024.100213,9,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Polymerizable Cholinium-Based Antibiotics for Polymer Carriers: Systems with Combined Load of Cloxacillin and Ampicillin,2024,Molecules,10.3390/molecules29245973,32,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
Tumor therapy utilizing dual-responsive nanoparticles: A multifaceted approach integrating calcium-overload and PTT/CDT/chemotherapy,2024,Journal of Controlled Release,10.1016/j.jconrel.2024.10.029,5,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona
Biodynamers: applications of dynamic covalent chemistry in single-chain polymer nanoparticles,2024,Drug Delivery and Translational Research,10.1007/s13346-024-01665-z,7,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Simultaneous photocatalytic degradation and SERS detection of tetracycline with self-sustainable and recyclable ternary PI/TiO2/Ag flexible microfibers,2024,Microsystems and Nanoengineering,10.1038/s41378-023-00624-x,14,EXCL: no menciona adsorcion ni adsorbente
Microenvironment-Adaptive Metallo-Polymeric Nanodecoys via Subcomponent Coordination for Bacterial Biofilm Eradication and Immunomodulation,2024,Advanced Functional Materials,10.1002/adfm.202405487,6,EXCL: no menciona adsorcion ni adsorbente
Crosslinked hybrid polymer/ceramic composite coatings for the controlled release of clindamycin,2024,Biomaterials Science,10.1039/d4bm00055b,7,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Simple strategy of the use of pharmaceutically functionalized ionic liquids in a new generation of polymer nanocarriers for the combined delivery of ionic p-aminosalicylate and ampicillin,2024,International Journal of Pharmaceutics,10.1016/j.ijpharm.2024.124483,20,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
Photocatalytic removal of pharmaceutical antibiotics induced pollutants by MXene-based composites: Comprehensive review,2024,Sustainable Materials and Technologies,10.1016/j.susmat.2024.e01083,40,EXCL: no menciona medio acuoso
A Pseudo-Surfactant Chemical Permeation Enhancer to Treat Otitis Media via Sustained Transtympanic Delivery of Antibiotics,2024,Advanced Healthcare Materials,10.1002/adhm.202400457,6,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Inhalable drug-loaded silk fibroin carriers for pulmonary drug delivery,2024,RSC Advances,10.1039/d4ra03324h,4,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
Two luminescent d10 metal coordination polymers for selective and sensitive detection of Hg2+ ions and pefloxacin in aqueous solution,2024,Journal of Molecular Structure,10.1016/j.molstruc.2024.138150,6,EXCL: no menciona adsorcion ni adsorbente
A new PdMOF-loaded molecularly imprinted polyaniline nanocatalytic probe for ultratrace oxytetracycline with SERS technique,2024,Food Chemistry,10.1016/j.foodchem.2024.139041,40,EXCL: no menciona medio acuoso
"Sodium fusidate loaded apatitic calcium phosphates: Adsorption behavior, release kinetics, antibacterial efficacy, and cytotoxicity assessment",2024,International Journal of Pharmaceutics,10.1016/j.ijpharm.2024.124331,29,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Gold core@CeO2 halfshell Janus nanocomposites catalyze targeted sulfate radical for periodontitis therapy,2024,Journal of Controlled Release,10.1016/j.jconrel.2024.05.016,6,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
"Levofloxacin loaded chitosan and poly-lactic-co-glycolic acid nano-particles against resistant bacteria: Synthesis, characterization and antibacterial activity",2024,Journal of Infection and Public Health,10.1016/j.jiph.2024.03.023,72,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Double-Network Hydrogel with Strengthened Mechanical Property for Controllable Release of Antibacterial Peptide,2024,Biomacromolecules,10.1021/acs.biomac.3c01290,3,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Pharmacologic therapeutics in sarcopenia with chronic kidney disease,2024,Kidney Research and Clinical Practice,10.23876/j.krcp.23.094,6,EXCL: no menciona adsorcion ni adsorbente
Antibiotic identification in aqueous solution by a two-dimensional cadmium-based coordination polymer with excellent fluorescence properties,2024,Polyhedron,10.1016/j.poly.2023.116818,24,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
"Multi-responsive fluorescent sensitivities of a novel 2D Cu-CP with visual turn-off sensing toward nitrofuran antibiotics, Cr(VI) and MnO4− in aqueous solutions",2024,Journal of Molecular Structure,10.1016/j.molstruc.2023.137119,4,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
An injectable nanocomposite hydrogel prevents postoperative tumor recurrence and wound infection via synergistic photothermal-chemo-therapy,2024,Journal of Colloid and Interface Science,10.1016/j.jcis.2023.11.066,18,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Boosting photocatalytic performance of silver phosphate via coupling with P-doped carbon for amoxicillin degradation,2024,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2023.132653,14,EXCL: no menciona adsorcion ni adsorbente
Yolk-shelled silver nanowire@amorphous metal-organic framework for controlled drug delivery and light-promoting infected wound healing,2024,Regenerative Biomaterials,10.1093/rb/rbae056,13,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Characteristics of disinfectants activity against multidrug-resistant clinical isolates,2024,Acta Biomedica,10.23750/abm.v95i1.14785,14,EXCL: no menciona adsorcion ni adsorbente
Justicia procumbens prevents hair loss in androgenic alopecia mice,2024,Biomedicine and Pharmacotherapy,10.1016/j.biopha.2023.115913,14,EXCL: no menciona adsorcion ni adsorbente
A CMP-based [FeFe]-hydrogenase dual-functional biomimetic system for photocatalytic hydrogen evolution coupled with degradation of tetracycline,2024,Applied Catalysis B: Environmental,10.1016/j.apcatb.2023.123200,18,EXCL: no menciona adsorcion ni adsorbente
"Current Data on Environmental Problems Due to Ionophore Antibiotics Used as Anticoccidial Drugs in Animal Production, and Proposal of New Research to Control Pollution by Means of Bio-Adsorbents and Nanotechnology",2024,Planet Earth: Scientific Propos. to Solve Urgent Issues,10.1007/978-3-031-53208-5_11,20,EXCL: no menciona medio acuoso
Gut microbiota related response of Oryzias melastigma to combined exposure of polystyrene microplastics and tetracycline,2023,Science of the Total Environment,10.1016/j.scitotenv.2023.167359,20,EXCL: no menciona adsorcion ni adsorbente
A three-in-one nanoplatform with photo/chemodynamic activities combined with glutathione depletion for treating bacterial infections,2023,Journal of Colloid and Interface Science,10.1016/j.jcis.2023.07.160,11,EXCL: no menciona medio acuoso
Development of Biocompatible Ga2(HPO4)3 Nanoparticles as an Antimicrobial Agent with Improved Ga Resistance Development Profile against Pseudomonas aeruginosa,2023,Antibiotics,10.3390/antibiotics12111578,4,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
The solvent- and surface-dependent adsorption of the lipopeptide antibiotic daptomycin: The general necessity of adsorption tests,2023,Journal of Pharmaceutical and Biomedical Analysis,10.1016/j.jpba.2023.115657,32,EXCL: no menciona medio acuoso
Sponge-nested polymer monoliths: Versatile materials for the solid-phase extraction of bisphenols,2023,Journal of Separation Science,10.1002/jssc.202300378,5,EXCL: no menciona antibiotico ni hormona
A fluorescent Zinc-based coordination polymer for sensing antibiotic pollutants,2023,Inorganic Chemistry Communications,10.1016/j.inoche.2023.111078,14,EXCL: no menciona adsorcion ni adsorbente
Nanomaterial-based ophthalmic drug delivery,2023,Advanced Drug Delivery Reviews,10.1016/j.addr.2023.115004,15,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Antibacterial and Biofilm Production Inhibition Activity of Thymus vulgaris L. Essential Oil against Salmonella spp. Isolates from Reptiles,2023,Pathogens,10.3390/pathogens12060804,10,EXCL: no menciona adsorcion ni adsorbente
Antimicrobial activity of nanocellulose composite hydrogel isolated from an agricultural waste,2023,Archives of Microbiology,10.1007/s00203-023-03454-7,29,EXCL: no menciona medio acuoso
Cefotaxime degradation by the coupled binary CdS-PbS: characterization and the photocatalytic process kinetics,2023,Environmental Science and Pollution Research,10.1007/s11356-022-24613-1,22,EXCL: no menciona antibiotico ni hormona
A comprehensive review of manganese dioxide nanoparticles and strategy to overcome toxicity,2023,Nanomedicine Journal,10.22038/NMJ.2022.66131.1694,52,EXCL: no menciona medio acuoso
Infection-activated lipopeptide nanotherapeutics with adaptable geometrical morphology for in vivo bacterial ablation,2022,Acta Biomaterialia,10.1016/j.actbio.2022.09.067,9,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Drug Delivery Application of Poly (2-hydroxyethyl methacrylate)/Ethylene glycol Dimethacrylate Composite Hydrogel,2022,Gazi University Journal of Science,10.35378/gujs.947687,12,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
Improved seed germination and plant growth mediated by compounds synthesized by endophytic Aspergillus niger (isolate 29) isolated from Albizia lebbeck (L.) Benth,2022,3 Biotech,10.1007/s13205-022-03332-x,4,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Magnetic solid-phase extraction of bisphenol A from water samples using nanostructured material based on graphene with few layers and cobalt ferrite,2022,Microchemical Journal,10.1016/j.microc.2022.107741,18,EXCL: no menciona antibiotico ni hormona
The mechanisms involved into the inhibitory effects of ionic liquids chemistry on adsorption performance of ciprofloxacin onto inorganic minerals,2022,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2022.129422,56,EXCL: no menciona medio acuoso
Hydrophilic molecularly imprinted membranes based on GO-loading for simultaneously selective recognition and detection of three amphenicols drugs in pork and milk,2022,Food Chemistry,10.1016/j.foodchem.2022.132542,12,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
ANTIMICROBIAL ACTIVITY of AQUEOUS DISPERSIONS of SILVER NANOPARTICLES against PATHOGENS of PURULENT-INFLAMMATORY DISEASES,2022,Russian Journal of Infection and Immunity,10.15789/2220-7619-AAO-1937,37,EXCL: no menciona antibiotico ni hormona
Injectable metronidazole-eluting gelatin-alginate hydrogels for local treatment of periodontitis,2022,Journal of Biomaterials Applications,10.1177/08853282221079458,10,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Total synthesis of pseudouridimycin and its epimer via Ugi-type multicomponent reaction,2022,Chemical Communications,10.1039/d2cc02442j,4,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Bioinspired nanopillar surface for switchable mechano-bactericidal and releasing actions,2022,Journal of Hazardous Materials,10.1016/j.jhazmat.2022.128685,6,EXCL: no menciona adsorcion ni adsorbente
Fabrication of asymmetrical morpholine phthalocyanines conjugated chitosan-polyacrylonitrile nanofibers for improved photodynamic antimicrobial chemotherapy activity,2022,Photodiagnosis and Photodynamic Therapy,10.1016/j.pdpdt.2022.102760,9,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Insight into the antibacterial resistance of graphdiyne functionalized by silver nanoparticles,2022,Cell Proliferation,10.1111/cpr.13236,13,EXCL: no menciona medio acuoso
In vitro anti-Helicobacter pylori activity of Syzygium aromaticum and the preliminary mechanism of action,2022,Journal of Ethnopharmacology,10.1016/j.jep.2022.114995,20,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
Formulation and characterization of tobramycin-chitosan nanoparticles coated with zinc oxide nanoparticles,2022,Saudi Pharmaceutical Journal,10.1016/j.jsps.2022.01.016,21,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Expression of cupA gene cluster responsible for biofilm formation in Pseudomonas aeruginosa is enhanced against subinhibitory concentration of carbapenems,2022,Gene Reports,10.1016/j.genrep.2021.101427,8,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
A defect-rich layered double hydroxide nanofiber filter with solar-driven regeneration for wastewater treatment,2022,Chemical Engineering Journal,10.1016/j.cej.2021.132842,22,EXCL: no menciona antibiotico ni hormona
Interlayered modified hydroxides for removal of graphene oxide from water: Mechanism and secondary applications,2022,Separation and Purification Technology,10.1016/j.seppur.2021.120305,16,EXCL: no menciona antibiotico ni hormona
Environmental free radicals efficiently inhibit the conjugative transfer of antibiotic resistance by altering cellular metabolism and plasmid transfer,2022,Water Research,10.1016/j.watres.2021.117946,10,EXCL: no menciona adsorcion ni adsorbente
In-vitro anti-Helicobacter pylori activity and preliminary mechanism of action of Canarium album Raeusch. fruit extracts,2022,Journal of Ethnopharmacology,10.1016/j.jep.2021.114578,4,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
Insight into the inhibitory mechanism of inorganic ligands on the adsorption of tetracycline onto hematite,2022,Journal of Environmental Management,10.1016/j.jenvman.2021.114056,44,EXCL: no menciona medio acuoso
Nanomagnetic materials for environmental remediation,2022,Novel Mater. for Environmental Remediation Applications: Adsorption and Beyond,10.1016/B978-0-323-91894-7.00001-3,14,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Chitosan-based DDSs for pH/hypoxia dual-triggered DOX delivery: Facile morphology modulation for higher in vitro cytotoxicity,2022,Carbohydrate Polymers,10.1016/j.carbpol.2021.118760,5,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona
Enhanced malachite green photolysis at the colloidal-aqueous interface,2022,Chemosphere,10.1016/j.chemosphere.2021.131953,17,EXCL: no menciona antibiotico ni hormona
Photocatalytic activation of peroxydisulfate by magnetic Fe3O4@SiO2@TiO2/rGO core–shell towards degradation and mineralization of metronidazole,2021,Applied Surface Science,10.1016/j.apsusc.2021.151145,22,EXCL: no menciona medio acuoso
Alternative and Complementary Therapies against Foodborne Salmonella Infections,2021,Antibiotics,10.3390/antibiotics10121453,6,EXCL: no menciona adsorcion ni adsorbente
In vitro anti‐bacterial activity and network pharmacology analysis of Sanguisorba officinalis L. against Helicobacter pylori infection,2021,Chinese Medicine (United Kingdom),10.1186/s13020-021-00442-1,6,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Natural clay minerals and fly ash waste as green catalysts for heterogeneous photo-Fenton reactions,2021,New Journal of Chemistry,10.1039/d1nj03553c,23,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Poly(L-ornithine)-Grafted Zinc Phthalocyanines as Dual-Functional Antimicrobial Agents with Intrinsic Membrane Damage and Photothermal Ablation Capacity,2021,ACS Infectious Diseases,10.1021/acsinfecdis.1c00392,10,EXCL: no menciona adsorcion ni adsorbente
Design and synthesis of novel benzothiophene analogs as selective estrogen receptor covalent antagonists against breast cancer,2021,European Journal of Medicinal Chemistry,10.1016/j.ejmech.2021.113543,10,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Formation of multicolor nanogels based on cationic polyfluorenes and poly(Methyl vinyl ether-alt-maleic monoethyl ester): Potential use as ph-responsive fluorescent drug carriers,2021,International Journal of Molecular Sciences,10.3390/ijms22179607,15,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Synthesis of silver nanoparticle-decorated hydroxyapatite nanocomposite with combined bioactivity and antibacterial properties,2021,Journal of Materials Science: Materials in Medicine,10.1007/s10856-021-06590-y,30,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Recovery of roseoflavin from a recombinant Streptomyces davaonensis strain by using biphasic aqueous systems,2021,Journal of Chemical Technology and Biotechnology,10.1002/jctb.6789,4,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona adsorcion ni adsorbente
Photoresponsive Vesicles Enabling Sequential Release of Nitric Oxide (NO) and Gentamicin for Efficient Biofilm Eradication,2021,Macromolecular Rapid Communications,10.1002/marc.202000759,8,EXCL: no menciona adsorcion ni adsorbente
Preparation and antimicrobial activity of pectin-chitosan embedding nisin microcapsules,2021,European Polymer Journal,10.1016/j.eurpolymj.2021.110676,29,EXCL: no menciona antibiotico ni hormona
The difference in the adsorption mechanisms of magnetic ferrites modified carbon nanotubes,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.125551,40,EXCL: no menciona medio acuoso
Biomimetic pH responsive amphiphilic polymers: Solution property dependent antifungal mechanism,2021,Reactive and Functional Polymers,10.1016/j.reactfunctpolym.2021.104937,6,EXCL: no menciona adsorcion ni adsorbente
Coupling experiments with calculations to understand the thermodynamics evolution for the sorption of zwitterionic ciprofloxacin on oxidizing-aged pyrogenic chars in the aquatic system,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.125101,48,EXCL: no menciona medio acuoso
Stability of Ofloxacin and Cyprofloxacin Polymer Salts in Aqueous Solutions,2021,Russian Journal of Physical Chemistry A,10.1134/S0036024421060042,26,EXCL: no menciona adsorcion ni adsorbente
Immobilization of Cu (II) via a graphene oxide-supported strategy for antibacterial reutilization with long-term efficacy,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2020.124601,15,EXCL: no menciona antibiotico ni hormona
"A Study of the Chemistries, Growth Mechanisms, and Antibacterial Properties of Cerium- And Yttrium-Containing Nanoparticles",2021,ACS Biomaterials Science and Engineering,10.1021/acsbiomaterials.0c00776,55,EXCL: no menciona medio acuoso
Electrospinned silk-ribbon-like carbon-doped TiO2 ultrathin nanosheets for enhanced visible-light photocatalytic activity,2021,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2021.126289,13,EXCL: no menciona medio acuoso
Modified Hydrogel as a Carrier of Oral Insulin,2021,Applied Biochemistry and Microbiology,10.1134/S0003683821020186,11,EXCL: no menciona medio acuoso
A fluorometric and colorimetric approach for the rapid detection of berberine hydrochloride based on an anionic polythiophene derivative,2021,Luminescence,10.1002/bio.3986,7,EXCL: no menciona antibiotico ni hormona
Antibody-Conjugated Nanocarriers for Targeted Antibiotic Delivery: Application in the Treatment of Bacterial Biofilms,2021,Biomacromolecules,10.1021/acs.biomac.1c00082,33,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Novel ε-polylysine/polyethyleneimine -coated Ag nanoparticles for in vitro treatment of Pseudomonas aeruginosa,2021,Biochemical Engineering Journal,10.1016/j.bej.2021.107937,11,EXCL: no menciona medio acuoso
"Intranasal delivery of interferon-β-loaded nanoparticles induces control of neuroinflammation in a preclinical model of multiple sclerosis: A promising simple, effective, non-invasive, and low-cost therapy",2021,Journal of Controlled Release,10.1016/j.jconrel.2020.11.019,14,EXCL: no menciona antibiotico ni hormona
Peptide-Based Polyion Complex Vesicles That Deliver Enzymes into Intact Plants to Provide Antibiotic Resistance without Genetic Modification,2021,Biomacromolecules,10.1021/acs.biomac.0c01380,4,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Adsorption of Catecholamines on a Nanocrystalline Titanium Dioxide Surface,2021,Colloid Journal,10.1134/S1061933X21020125,11,EXCL: no menciona antibiotico ni hormona
Luminescence sensing and photocatalytic activities of four Zn(ii)/Co(ii) coordination polymers based on a pyridinephenyl bifunctional ligand,2021,CrystEngComm,10.1039/d0ce01812k,6,EXCL: no menciona adsorcion ni adsorbente
Beneficial roles of Song-Gang stone as a feeadditive in aquaculture: A review,2021,Fisheries and Aquatic Sciences,10.47853/FAS.2021.e40,7,EXCL: no menciona antibiotico ni hormona
Cefuroxime-Loaded Hydrogels for Prevention and Treatment of Bacterial Contamination of Open Wounds,2021,International Journal of Polymer Science,10.1155/2021/4935642,14,EXCL: no menciona adsorcion ni adsorbente
Antibiofilm activity of lactoferrin-derived synthetic peptides against pseudomonas aeruginosa pao1,2021,Biochemistry and Cell Biology,10.1139/bcb-2020-0253,8,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Green sonochemical synthesis and fabrication of cubic MnFe2O4 electrocatalyst decorated carbon nitride nanohybrid for neurotransmitter detection in serum samples,2021,Ultrasonics Sonochemistry,10.1016/j.ultsonch.2020.105305,6,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Antiprotozoal potential of Salvadora persica against three virulent subtypes of Blastocystis sp.,2020,Journal of Parasitic Diseases,10.1007/s12639-020-01247-z,8,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona adsorcion ni adsorbente
Blade-like structure of graphene oxide sheets decorated with cuprous oxide and silicon carbide nanocomposites as bactericidal materials,2020,Journal of Colloid and Interface Science,10.1016/j.jcis.2020.06.058,16,EXCL: no menciona antibiotico ni hormona
Health impacts of environmental contamination of micro- And nanoplastics: A review,2020,Environmental Health and Preventive Medicine,10.1186/s12199-020-00870-9,8,EXCL: no menciona adsorcion ni adsorbente
"Novel, Self-Distinguished, Dual Stimulus-Responsive Therapeutic Nanoplatform for Intracellular On-Demand Drug Release",2020,Molecular Pharmaceutics,10.1021/acs.molpharmaceut.0c00165,5,EXCL: no menciona antibiotico ni hormona
"Design, synthesis, characterization and biological evaluation of Thieno[2,3−b]pyridines−chitosan nanocomposites as drug delivery systems for colon targeting",2020,Carbohydrate Research,10.1016/j.carres.2020.107990,27,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Production and Physicochemical Properties of Food-Grade High-Molecular-Weight Lactobacillus Inulin,2020,Journal of Agricultural and Food Chemistry,10.1021/acs.jafc.9b07894,10,EXCL: no menciona adsorcion ni adsorbente
Effect of molecular structure on the adsorption affinity of sulfonamides onto CNTs: Batch experiments and DFT calculations,2020,Chemosphere,10.1016/j.chemosphere.2019.125778,74,EXCL: no menciona medio acuoso
Photodegradation of phenazopyridine in an aqueous solution by CdS-WO3 nanocomposite,2020,Desalination and Water Treatment,10.5004/dwt.2020.25217,13,EXCL: no menciona antibiotico ni hormona
Quaternized polymer-based nanostructures confer antimicrobial efficacy against multidrug-resistant bacteria,2020,New Journal of Chemistry,10.1039/c9nj06173h,10,EXCL: no menciona adsorcion ni adsorbente
Antimicrobial and Antioxidant Activities of Novel Marine Bacteria (Bacillus 2011SOCCUF3) Isolated from Marine Sponge (Spongia officinalis),2020,Pharmaceutical Sciences,10.34172/PS.2019.59,5,EXCL: no menciona antibiotico ni hormona
"Phosphate-modified m-Bi2O4 enhances the absorption and photocatalytic activities of sulfonamide: Mechanism, reactive species, and reactive sites",2020,Journal of Hazardous Materials,10.1016/j.jhazmat.2019.121443,33,EXCL: no menciona medio acuoso
"Transition Metal Coordination Polymers Constructed by 4-(4-Carboxyphenoxy)isophthalic Acid: Synthesis, Crystal Structure, Fluorescence Sensing and Photocatalysis",2020,Gaodeng Xuexiao Huaxue Xuebao/Chemical Journal of Chinese Universities,10.7503/cjcu20190493,8,EXCL: no menciona adsorcion ni adsorbente
Encapsulation of Red Propolis in Polymer Nanoparticles for the Destruction of Pathogenic Biofilms,2020,AAPS PharmSciTech,10.1208/s12249-019-1576-8,29,EXCL: no menciona medio acuoso
"Simultaneous determination of multiclass plant growth regulators in fruits using the quick, easy, cheap, effective, rugged, and safe method and ultra-high performance liquid chromatography-tandem mass spectrometry",2020,Journal of Separation Science,10.1002/jssc.201900771,3,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
A label-free colorimetric aptasensor based on controllable aggregation of AuNPs for the detection of multiplex antibiotics,2020,Food Chemistry,10.1016/j.foodchem.2019.125377,38,EXCL: no menciona medio acuoso
Contaminants of Emerging Concern in Water and Wastewater: Advanced Treatment Processes,2020,Contaminants of Emerging Concern in Water and Wastewater: Advanced Treatment Processes,10.1016/C2016-0-05074-X,28,EXCL: no menciona antibiotico ni hormona
In the search of active nanocarriers for delivery of mitomycin C drug,2020,Materials Advances,10.1039/d0ma00018c,17,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona
A promising drug delivery candidate (CS-g-PMDA-CYS-fused gold nanoparticles) for inhibition of multidrug-resistant uropathogenic Serratia marcescens,2020,Drug Delivery,10.1080/10717544.2020.1809557,4,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Oncological characteristics predict permanent hypoparathyroidism following total thyroidectomy for papillary thyroid carcinoma: a study from China,2025,Gland Surgery,10.21037/gs-2025-21,7,EXCL: no menciona medio acuoso
Functionalized Nanomaterials Promote Rapid Analysis of New Contaminants in Foods: from Design to Application,2025,Shipin Kexue/Food Science,10.7506/spkx1002-6630-20250618-136,28,EXCL: no menciona medio acuoso
"Synthesis, structure, and fluorescence properties of zinc-based complex based on carboxylic acid azole ligands",2025,Journal of Molecular Structure,10.1016/j.molstruc.2025.143488,22,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
Environmental and Microbial Drivers of Global Rhizosphere Resistome Assembly,2025,Journal of Agricultural and Food Chemistry,10.1021/acs.jafc.5c11060,4,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
A visible-light-driven multifunctional photocatalytic fuel cell using NiS/CF cathode for improving the uranium and organic matter removal and electricity generation,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134200,13,EXCL: no menciona antibiotico ni hormona
"Fabrication of a highly efficien self-assembled “Dual-Carrier” catalyst and its application in emerging contaminant degradation systems: performance, mechanisms, and ecotoxicity",2025,Separation and Purification Technology,10.1016/j.seppur.2025.134187,5,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Mechanisms of antibiotic combined pollutants removal using a pulp reject-based flocculant: An insight from antibiotic structure,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134138,99,EXCL: no menciona medio acuoso
High-efficiency degradation mechanism of sulfadiazine by ozone micro-nano bubbles: The effect of gas flow rate,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134140,3,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP)
Tuning covalent organic frameworks polarity and active sites with quaternary ammonium groups for enhanced adsorption and detection of trace sulfonamide antibiotics in milk,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134735,67,EXCL: no menciona medio acuoso
Trace MoS2-modified CoFe2O4 nanoparticles enhance the degradation of enrofloxacin by dielectric barrier discharge plasma: Crucial effect of MoS2 and dominant roles of O2‧– and 1O2,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134724,21,EXCL: no menciona medio acuoso
Physically crosslinked poly(methacrylic acid-co-acrylamide)/gelatin–chitosan (poly-MAGC) interpenetrating polymer network hydrogels for drug delivery and antibacterial activity,2025,Materials Advances,10.1039/d5ma00564g,22,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
